Timestamp (ms), Piezo Value Left, Piezo Value Right, Flex Value Middle,Label,,
2467,104,66,760, left,,
2580,110,68,761, left,,
2693,109,68,761, left,,
2806,106,66,760, left,,
2919,112,68,761, left,,
3032,106,67,760, left,,
3145,106,67,760, left,,
3258,109,69,761, left,,
3371,105,67,760, left,,
3484,108,67,761, left,,
3597,110,69,761, left,,
3710,108,66,761, left,,
3823,110,68,759, left,,
3936,104,68,761, left,,
4049,97,66,760, left,,
4161,98,69,761, left,,
4275,55,68,761, right,,
4387,60,67,760, right,,
4499,69,70,761, right,,
4611,71,66,760, left,,
4723,52,68,760, right,,
4835,42,67,760, right,,
4947,42,67,760, right,,
5059,45,69,760, right,,
5171,43,66,760, right,,
5283,55,69,760, right,,
5395,47,67,761, right,,
5507,56,67,760, right,,
5619,58,68,760, right,,
5731,37,66,760, right,,
5843,44,69,761, right,,
5955,52,67,761, right,,
6067,64,68,761, right,,
6179,67,68,760, right,,
6291,57,66,761, right,,
6405,62,68,760, right,,
6517,63,67,760, right,,
6629,62,67,760, right,,
6741,64,68,761, right,,
6853,59,66,761, right,,
6965,63,68,760, right,,
7077,61,66,761, right,,
7189,63,67,760, right,,
7301,63,68,760, right,,
7413,61,66,760, right,,
7525,65,68,761, right,,
7637,62,66,760, right,,
7749,64,67,761, right,,
7861,62,68,761, right,,
7973,61,66,760, right,,
8085,68,68,762, right,,
8197,61,66,760, right,,
8309,67,68,760, right,,
8421,66,67,760, right,,
8533,82,66,760, left,,
8647,140,68,760, left,,
8760,116,67,760, left,,
8873,81,66,760, left,,
8985,37,68,760, right,,
9097,44,65,761, right,,
9209,64,68,761, right,,
9321,81,66,760, left,,
9433,91,66,760, left,,
9545,93,68,761, left,,
9657,83,65,759, left,,
9769,88,68,761, left,,
9881,84,66,760, left,,
9993,89,67,760, left,,
10105,87,68,760, left,,
10218,83,65,760, left,,
10331,90,68,760, left,,
10444,114,67,761, left,,
10558,132,66,759, left,,
10672,115,68,760, left,,
10786,107,68,760, left,,
10902,108,66,761, left,,
11016,125,66,761, left,,
11130,112,68,760, left,,
11244,93,66,761, left,,
11357,78,65,760, left,,
11470,62,68,762, right,,
11583,73,66,760, left,,
11696,70,67,761, left,,
11809,53,68,761, right,,
11922,63,66,760, right,,
12035,72,67,761, left,,
12148,66,67,762, right,,
12261,51,65,760, right,,
12374,62,67,760, right,,
12487,59,67,761, right,,
12600,51,65,760, right,,
12713,55,68,761, right,,
12826,52,66,760, right,,
12939,50,66,761, right,,
13054,56,68,761, right,,
13167,54,66,760, right,,
13280,53,65,759, right,,
13393,68,68,762, left,,
13506,86,66,761, left,,
13619,82,66,760, left,,
13732,85,68,762, left,,
13845,88,65,759, left,,
13958,94,67,760, left,,
14071,91,68,761, left,,
14184,68,65,760, left,,
14297,68,68,761, left,,
14410,69,67,760, left,,
14523,56,65,759, right,,
14636,58,68,760, right,,
14749,60,66,761, right,,
14862,54,66,760, right,,
14975,55,68,761, right,,
15088,56,65,760, right,,
15203,53,66,760, right,,
15316,57,68,761, right,,
15429,53,66,761, right,,
15542,53,66,760, right,,
15655,56,68,761, right,,
15768,52,65,761, right,,
15881,55,66,760, right,,
15994,56,68,760, right,,
16107,52,65,760, right,,
16220,55,67,760, right,,
16333,55,67,760, right,,
16446,53,65,760, right,,
16559,59,68,760, right,,
16672,61,66,761, right,,
16785,53,65,760, right,,
16898,60,68,763, right,,
17011,55,66,760, right,,
17124,49,66,760, right,,
17237,49,68,761, right,,
17352,50,66,760, right,,
17465,47,66,760, right,,
17578,51,68,761, right,,
17691,49,65,760, right,,
17804,48,66,760, right,,
17917,50,67,761, right,,
18030,47,65,761, right,,
18143,51,67,760, right,,
18256,51,67,760, right,,
18369,49,65,760, right,,
18482,53,67,759, right,,
18595,50,66,760, right,,
18708,51,65,760, right,,
18821,54,68,760, right,,
18934,51,66,760, right,,
19047,53,66,760, right,,
19160,55,67,760, right,,
19273,52,65,760, right,,
19386,55,66,761, right,,
19501,57,68,760, right,,
19614,53,65,760, right,,
19727,55,66,759, right,,
19840,57,67,761, right,,
19953,53,65,760, right,,
20066,57,66,760, right,,
20179,56,67,759, right,,
20292,53,65,760, right,,
20405,57,67,760, right,,
20518,54,66,761, right,,
20631,51,65,760, right,,
20744,55,67,760, right,,
20857,52,65,760, right,,
20970,52,66,760, right,,
21083,54,67,759, right,,
21196,50,65,760, right,,
21309,53,66,760, right,,
21422,52,67,761, right,,
21535,48,65,759, right,,
21650,49,66,760, right,,
21763,51,67,762, right,,
21876,47,65,759, right,,
21989,48,66,761, right,,
22102,47,67,761, right,,
22215,41,64,760, right,,
22328,45,67,760, right,,
22441,42,66,761, right,,
22554,41,65,759, right,,
22667,46,67,761, right,,
22780,41,66,760, right,,
22893,41,65,759, right,,
23006,44,67,760, right,,
23119,39,65,760, right,,
23232,42,66,760, right,,
23345,43,67,761, right,,
23458,39,64,760, right,,
23571,45,66,760, right,,
23684,43,67,760, right,,
23799,41,64,760, right,,
23912,44,66,761, right,,
24025,45,66,760, right,,
24138,41,64,760, right,,
24251,45,66,759, right,,
24364,42,66,761, right,,
24477,42,64,761, right,,
24590,45,67,760, right,,
24703,42,65,760, right,,
24816,43,65,760, right,,
24929,47,67,761, right,,
25042,43,65,761, right,,
25155,45,65,762, right,,
25268,46,67,760, right,,
25381,68,64,760, left,,
25494,79,66,760, left,,
25607,36,66,761, right,,
25720,15,64,759, right,,
25833,34,66,760, right,,
25948,44,66,761, right,,
26061,50,64,758, right,,
26174,57,66,760, right,,
26287,51,66,760, right,,
26400,46,64,760, right,,
26513,55,66,760, right,,
26626,51,65,761, right,,
26739,47,64,759, right,,
26852,50,67,760, right,,
26965,49,64,760, right,,
27078,51,65,760, right,,
27191,51,66,761, right,,
27304,44,64,760, right,,
27417,48,66,759, right,,
27530,48,66,761, right,,
27643,42,64,760, right,,
27756,48,66,761, right,,
27869,52,66,760, right,,
27982,43,64,760, right,,
28097,45,66,761, right,,
28210,49,66,761, right,,
28323,45,64,759, right,,
28436,48,66,760, right,,
28549,46,65,761, right,,
28662,46,64,759, right,,
28775,50,67,760, right,,
28888,46,64,760, right,,
29001,49,65,761, right,,
29114,54,66,760, right,,
29227,50,64,760, right,,
29340,48,66,760, right,,
29453,81,66,760, left,,
29566,102,64,760, left,,
29680,121,65,760, left,,
29794,132,66,761, left,,
29908,128,64,761, left,,
30022,125,65,762, left,,
30136,89,66,765, middle,,
30251,0,64,765, middle,,
30363,0,61,765, middle,,
30475,0,60,767, middle,,
30587,0,55,766, middle,,
30699,4,56,766, middle,,
30811,2,50,765, middle,,
30923,12,54,765, middle,,
31036,32,58,768, middle,,
31149,55,57,770, middle,,
31262,64,61,769, middle,,
31375,53,64,767, middle,,
31488,38,62,768, middle,,
31601,26,63,768, middle,,
31714,1,61,770, middle,,
31826,0,61,768, middle,,
31938,8,64,768, middle,,
32050,3,57,765, middle,,
32162,11,58,763, right,,
32275,18,56,763, right,,
32390,20,55,762, right,,
32503,24,61,765, middle,,
32616,33,61,768, middle,,
32729,35,57,768, middle,,
32842,26,60,769, middle,,
32955,21,58,769, middle,,
33068,19,57,767, middle,,
33181,11,58,767, middle,,
33294,19,55,766, middle,,
33407,31,57,769, middle,,
33520,41,61,771, middle,,
33633,23,60,769, middle,,
33746,24,63,768, middle,,
33859,30,64,767, middle,,
33972,21,62,768, middle,,
34085,27,65,769, middle,,
34198,26,62,770, middle,,
34311,25,61,769, middle,,
34426,33,64,768, middle,,
34539,29,64,769, middle,,
34652,25,62,768, middle,,
34765,29,65,769, middle,,
34878,27,63,769, middle,,
34991,26,63,769, middle,,
35104,30,66,769, middle,,
35217,27,63,769, middle,,
35330,28,64,769, middle,,
35443,30,66,769, middle,,
35556,27,63,768, middle,,
35669,29,65,769, middle,,
35782,28,66,769, middle,,
35895,28,64,768, middle,,
36008,30,66,769, middle,,
36121,29,65,769, middle,,
36234,29,64,768, middle,,
36347,31,67,769, middle,,
36460,28,65,769, middle,,
36571,31,66,768, middle,,
36684,31,67,768, middle,,
36797,29,64,768, middle,,
36910,33,67,769, middle,,
37023,32,66,769, middle,,
37136,30,65,768, middle,,
37249,33,68,769, middle,,
37362,31,66,769, middle,,
37475,31,66,768, middle,,
37588,29,69,769, middle,,
37701,36,66,770, middle,,
37814,42,66,769, middle,,
37927,48,68,769, middle,,
38040,35,65,769, middle,,
38153,38,67,769, middle,,
38266,38,67,770, middle,,
38379,36,64,768, middle,,
38492,41,67,770, middle,,
38607,41,67,769, middle,,
38720,38,64,768, middle,,
38833,39,67,770, middle,,
38946,38,67,769, middle,,
39059,35,65,769, middle,,
39172,38,68,769, middle,,
39285,39,66,769, middle,,
39398,37,66,767, middle,,
39511,37,68,769, middle,,
39624,35,65,769, middle,,
39737,35,67,769, middle,,
39850,38,68,769, middle,,
39963,34,66,769, middle,,
40076,37,68,769, middle,,
40189,37,68,769, middle,,
40302,34,66,770, middle,,
40415,39,68,769, middle,,
40528,37,67,768, middle,,
40643,35,66,769, middle,,
40756,39,68,768, middle,,
40869,37,68,769, middle,,
40982,36,66,768, middle,,
41095,40,69,769, middle,,
41208,36,67,769, middle,,
41321,37,67,768, middle,,
41434,40,69,769, middle,,
41547,36,67,769, middle,,
41660,38,68,769, middle,,
41773,39,70,769, middle,,
41886,36,67,770, middle,,
41999,39,69,769, middle,,
42112,38,69,768, middle,,
42225,35,67,769, middle,,
42338,40,69,769, middle,,
42451,37,69,769, middle,,
42564,39,67,770, middle,,
42679,41,70,770, middle,,
42792,39,69,769, middle,,
42905,38,67,769, middle,,
43018,42,70,769, middle,,
43131,39,68,770, middle,,
43244,39,68,769, middle,,
43357,43,70,770, middle,,
43470,39,68,769, middle,,
43583,41,69,769, middle,,
43696,42,70,769, middle,,
43809,40,68,769, middle,,
43922,42,70,769, middle,,
44035,40,70,771, middle,,
44148,39,68,769, middle,,
44261,43,70,769, middle,,
44374,40,69,769, middle,,
44487,29,69,769, middle,,
44600,33,72,770, middle,,
44713,28,70,768, middle,,
44828,24,68,769, middle,,
44941,28,71,770, middle,,
45054,27,70,769, middle,,
45167,29,70,769, middle,,
45280,29,73,769, middle,,
45393,29,71,770, middle,,
45506,41,71,769, middle,,
45619,44,73,770, middle,,
45732,43,70,769, middle,,
45845,53,72,770, middle,,
45958,46,72,770, middle,,
46071,42,69,769, middle,,
46184,50,72,769, middle,,
46297,39,70,770, middle,,
46410,47,70,770, middle,,
46523,43,72,770, middle,,
46636,39,70,770, middle,,
46749,42,70,770, middle,,
46864,44,72,770, middle,,
46977,39,70,770, middle,,
47090,39,70,770, middle,,
47203,43,72,769, middle,,
47316,38,70,770, middle,,
47429,41,71,770, middle,,
47542,41,72,770, middle,,
47655,37,69,770, middle,,
47768,42,72,769, middle,,
47881,43,72,771, middle,,
47994,38,69,769, middle,,
48107,41,72,770, middle,,
48220,40,71,770, middle,,
48333,39,70,770, middle,,
48446,42,72,770, middle,,
48559,40,70,770, middle,,
48672,40,70,769, middle,,
48785,42,72,770, middle,,
49013,39,70,769, middle,,
49126,42,72,770, middle,,
49239,38,70,769, middle,,
49352,41,71,769, middle,,
49465,40,72,769, middle,,
49578,37,70,770, middle,,
49691,40,72,770, middle,,
49803,39,71,770, middle,,
49916,38,70,770, middle,,
50029,41,72,769, middle,,
50142,40,70,769, middle,,
50255,39,70,769, middle,,
50368,41,72,770, middle,,
50481,38,70,769, middle,,
50594,38,71,769, middle,,
50707,40,72,770, middle,,
50820,37,69,769, middle,,
50933,40,71,769, middle,,
51046,40,72,770, middle,,
51157,37,70,770, middle,,
51270,41,73,770, middle,,
51383,37,70,770, middle,,
51496,39,70,769, middle,,
51609,41,72,770, middle,,
51722,38,70,770, middle,,
51835,39,71,770, middle,,
51948,41,72,770, middle,,
52061,38,69,769, middle,,
52174,41,72,770, middle,,
52287,41,72,770, middle,,
52400,39,69,768, middle,,
52513,42,72,769, middle,,
52626,40,71,769, middle,,
52739,39,70,770, middle,,
52852,42,72,770, middle,,
52965,38,70,770, middle,,
53078,39,70,770, middle,,
53193,41,72,770, middle,,
53306,38,70,770, middle,,
53419,38,70,769, middle,,
53532,40,72,770, middle,,
53645,37,70,769, middle,,
53758,40,71,770, middle,,
53871,41,72,771, middle,,
53984,38,69,770, middle,,
54097,41,72,770, middle,,
54210,41,72,770, middle,,
54323,38,69,769, middle,,
54436,42,72,769, middle,,
54549,41,71,770, middle,,
54662,39,70,769, middle,,
54775,43,72,770, middle,,
54888,39,70,769, middle,,
55001,39,70,770, middle,,
55114,41,72,770, middle,,
55229,38,70,768, middle,,
55342,38,70,769, middle,,
55455,41,72,770, middle,,
55568,37,70,769, middle,,
55681,39,71,769, middle,,
55794,40,72,771, middle,,
55907,37,70,769, middle,,
56020,40,72,769, middle,,
56133,39,72,769, middle,,
56246,36,69,769, middle,,
56359,39,72,770, middle,,
56472,38,71,770, middle,,
56585,37,70,769, middle,,
56698,41,72,771, middle,,
56811,37,70,770, middle,,
56924,37,70,769, middle,,
57037,41,72,770, middle,,
57150,37,70,769, middle,,
57265,37,70,769, middle,,
57378,39,73,769, middle,,
57491,36,70,769, middle,,
57604,38,70,769, middle,,
57717,39,72,770, middle,,
57830,35,70,770, middle,,
57943,38,71,770, middle,,
58056,38,72,770, middle,,
58169,36,69,769, middle,,
58282,39,72,770, middle,,
58395,34,71,770, middle,,
58508,29,69,770, middle,,
58621,31,72,770, middle,,
58734,28,70,769, middle,,
58847,32,69,769, middle,,
58960,37,71,770, middle,,
59073,31,69,769, middle,,
59186,29,69,769, middle,,
59299,29,70,770, middle,,
59414,22,66,769, middle,,
59527,24,64,768, middle,,
59640,27,65,768, middle,,
59753,24,61,768, middle,,
59866,25,62,769, middle,,
59979,21,62,768, middle,,
60092,16,63,767, middle,,
60205,18,76,768, middle,,
60318,25,105,770, middle,,
60432,24,142,775, middle,,
60546,34,158,777, middle,,
60660,32,153,778, middle,,
60774,28,140,774, middle,,
60888,28,144,774, middle,,
61002,32,154,775, middle,,
61116,30,155,774, middle,,
61230,40,158,775, middle,,
61344,42,148,775, middle,,
61460,34,132,772, middle,,
61574,36,116,769, middle,,
61688,41,82,764, right,,
61801,35,70,762, right,,
61914,36,138,772, middle,,
62028,44,142,775, middle,,
62142,38,110,769, middle,,
62256,31,85,765, middle,,
62369,36,101,766, middle,,
62483,38,108,769, middle,,
62597,34,90,765, middle,,
62710,36,92,765, middle,,
62823,37,93,765, middle,,
62936,38,84,763, right,,
63049,41,58,760, right,,
63162,38,47,759, right,,
63275,37,46,759, right,,
63388,38,57,760, right,,
63503,36,44,758, right,,
63616,41,67,762, right,,
63729,52,92,766, middle,,
63842,48,78,764, right,,
63955,49,70,764, right,,
64068,48,82,765, middle,,
64181,37,79,764, right,,
64294,34,64,762, right,,
64407,36,68,762, right,,
64520,36,72,763, right,,
64633,40,57,760, right,,
64746,43,55,760, right,,
64859,41,62,761, right,,
64972,44,64,762, right,,
65085,39,59,761, right,,
65198,39,62,761, right,,
65311,44,64,761, right,,
65424,41,57,761, right,,
65537,42,62,761, right,,
65652,43,61,761, right,,
65765,40,58,761, right,,
65878,41,61,760, right,,
65991,45,62,762, right,,
66104,41,59,761, right,,
66217,43,61,761, right,,
66330,44,62,761, right,,
66443,41,59,761, right,,
66556,44,62,762, right,,
66668,42,61,761, right,,
66781,42,60,761, right,,
66894,45,62,762, right,,
67007,42,60,762, right,,
67120,43,59,763, right,,
67233,47,62,762, right,,
67346,43,61,761, right,,
67459,43,61,760, right,,
67572,44,62,762, right,,
67684,42,60,760, right,,
67799,44,61,760, right,,
67912,44,62,761, right,,
68025,41,59,761, right,,
68138,44,62,761, right,,
68251,43,62,762, right,,
68364,40,59,760, right,,
68477,43,62,761, right,,
68590,41,60,761, right,,
68703,40,60,761, right,,
68816,43,62,761, right,,
68929,40,60,761, right,,
69042,42,60,761, right,,
69155,43,62,762, right,,
69268,41,59,761, right,,
69381,44,61,762, right,,
69494,44,62,761, right,,
69607,39,59,761, right,,
69720,43,62,761, right,,
69833,42,60,762, right,,
69948,41,59,760, right,,
70061,44,62,761, right,,
70174,41,61,761, right,,
70287,38,59,760, right,,
70400,43,62,761, right,,
70513,40,60,760, right,,
70626,40,59,760, right,,
70739,44,62,762, right,,
70852,40,58,761, right,,
70965,40,59,761, right,,
71078,42,61,760, right,,
71191,38,59,761, right,,
71304,41,61,760, right,,
71417,42,61,761, right,,
71530,39,58,760, right,,
71643,42,61,761, right,,
71756,40,61,762, right,,
71869,38,59,761, right,,
71982,41,62,761, right,,
72097,40,62,762, right,,
72210,36,59,760, right,,
72323,39,62,761, right,,
72436,37,60,760, right,,
72549,36,59,761, right,,
72662,39,62,761, right,,
72775,36,59,761, right,,
72888,35,60,760, right,,
73001,38,62,761, right,,
73114,34,59,761, right,,
73227,37,61,761, right,,
73340,38,62,762, right,,
73453,34,58,760, right,,
73566,38,61,762, right,,
73679,37,61,762, right,,
73792,34,59,760, right,,
73905,38,61,761, right,,
74018,35,60,761, right,,
74131,35,58,761, right,,
74246,38,61,761, right,,
74359,36,60,761, right,,
74472,35,58,760, right,,
74585,38,62,761, right,,
74698,35,60,761, right,,
74811,35,59,760, right,,
74924,38,62,761, right,,
75037,34,59,761, right,,
75150,38,60,761, right,,
75263,37,61,762, right,,
75376,33,58,760, right,,
75489,37,60,761, right,,
75602,37,60,761, right,,
75715,35,58,760, right,,
75828,37,61,761, right,,
75941,35,60,761, right,,
76054,35,59,761, right,,
76167,37,61,761, right,,
76280,34,58,761, right,,
76395,35,58,760, right,,
76508,37,61,760, right,,
76621,35,59,762, right,,
76734,35,59,760, right,,
76847,38,61,761, right,,
76960,34,58,760, right,,
77073,37,60,761, right,,
77186,37,61,761, right,,
77299,34,58,760, right,,
77412,37,60,761, right,,
77525,37,60,762, right,,
77638,34,58,760, right,,
77751,38,61,761, right,,
77864,35,59,761, right,,
77977,35,58,760, right,,
78090,38,61,761, right,,
78203,35,59,760, right,,
78316,35,59,760, right,,
78429,38,61,761, right,,
78540,34,58,760, right,,
78653,38,61,761, right,,
78766,35,60,761, right,,
78879,35,58,760, right,,
78992,39,61,761, right,,
79105,36,58,760, right,,
79218,37,58,760, right,,
79331,40,61,761, right,,
79444,37,58,760, right,,
79557,39,59,761, right,,
79670,40,60,761, right,,
79783,37,58,760, right,,
79896,40,60,761, right,,
80009,40,60,761, right,,
80122,38,58,760, right,,
80235,41,60,761, right,,
80348,39,59,761, right,,
80461,39,58,760, right,,
80576,42,60,760, right,,
80689,40,59,760, right,,
80802,39,58,760, right,,
80915,43,61,761, right,,
81028,39,58,761, right,,
81141,39,59,760, right,,
81254,40,61,761, right,,
81367,35,58,761, right,,
81480,37,60,761, right,,
81593,36,60,761, right,,
81706,33,58,760, right,,
81819,36,60,761, right,,
81932,36,60,760, right,,
82045,33,58,760, right,,
82158,37,60,761, right,,
82271,35,59,760, right,,
82384,34,58,761, right,,
82497,36,61,761, right,,
82610,34,58,760, right,,
82725,34,57,760, right,,
82838,37,60,761, right,,
82951,34,58,760, right,,
83064,34,58,760, right,,
83177,37,61,761, right,,
83290,34,58,760, right,,
83403,36,59,760, right,,
83516,36,60,762, right,,
83629,33,57,760, right,,
83742,36,60,761, right,,
83855,36,60,761, right,,
83968,33,57,760, right,,
84081,37,60,761, right,,
84194,34,59,761, right,,
84307,33,58,760, right,,
84420,37,61,761, right,,
84533,34,58,761, right,,
84646,35,58,761, right,,
84759,36,61,761, right,,
84874,34,58,760, right,,
84987,34,58,761, right,,
85100,37,60,761, right,,
85213,33,58,760, right,,
85326,35,59,760, right,,
85439,36,60,761, right,,
85552,33,57,760, right,,
85665,36,60,760, right,,
85778,36,60,761, right,,
85891,33,57,761, right,,
86004,37,60,760, right,,
86117,35,59,760, right,,
86230,34,57,760, right,,
86343,37,60,761, right,,
86456,35,58,761, right,,
86569,35,58,761, right,,
86682,36,60,761, right,,
86795,33,57,761, right,,
86908,35,59,761, right,,
87023,37,60,760, right,,
87136,33,58,760, right,,
87249,36,59,761, right,,
87362,36,60,760, right,,
87475,33,57,759, right,,
87588,36,60,761, right,,
87701,36,60,761, right,,
87814,33,57,759, right,,
87927,37,60,760, right,,
88040,35,59,760, right,,
88153,34,58,760, right,,
88266,37,60,760, right,,
88379,34,58,760, right,,
88492,34,58,759, right,,
88605,37,60,761, right,,
88718,33,57,761, right,,
88831,36,59,761, right,,
88944,37,60,760, right,,
89057,33,57,760, right,,
89172,36,58,761, right,,
89285,36,60,761, right,,
89398,33,57,760, right,,
89511,36,59,761, right,,
89624,36,59,761, right,,
89737,34,57,760, right,,
89850,38,60,760, right,,
89963,37,59,761, right,,
