Timestamp (ms),Piezo Value Left,Piezo Value Right,Label
57398,12,14, right
57484,8,12, right
57569,10,13, right
57655,12,15, right
57741,9,12, right
57826,8,12, right
57911,12,14, right
57997,11,14, right
58083,9,12, right
58168,9,13, right
58253,11,15, right
58339,11,14, right
58425,8,12, right
58510,10,14, right
58596,12,15, right
58682,9,12, right
58767,9,12, right
58852,12,14, right
58938,12,14, right
59024,8,12, right
59109,9,13, right
59194,12,15, right
59280,11,13, right
59368,9,12, right
59453,12,14, right
59539,11,13, right
59625,8,11, right
59710,10,13, right
59796,12,15, right
59882,9,12, right
59967,10,11, right
0,14,11, left
84,11,10, left
167,9,9, middle
249,10,8, left
332,11,8, left
414,12,9, left
497,15,10, left
581,16,9, left
664,15,7, left
746,12,6, left
829,9,5, left
910,6,4, left
992,24,5, left
1075,56,6, left
1159,134,6, left
1244,249,7, left
1329,242,6, left
1414,139,6, left
1499,25,8, left
1583,30,8, left
1667,95,5, left
1751,164,5, left
1836,154,7, left
1921,92,8, left
2005,54,6, left
2089,69,4, left
2173,121,5, left
2258,135,7, left
2343,105,7, left
2430,69,4, left
2514,52,6, left
2598,89,8, left
2682,92,9, left
2766,80,8, left
2850,88,6, left
2934,110,5, left
3019,141,6, left
3104,138,7, left
3189,97,5, left
3273,40,6, left
3357,7,8, right
3440,20,9, left
3524,64,11, left
3609,105,8, left
3694,53,4, left
3778,0,6, left
3861,0,7, left
3944,6,9, right
4026,13,8, left
4110,8,6, left
4193,0,4, left
4276,0,6, left
4358,0,6, left
4441,0,7, left
4523,4,6, right
4606,21,6, left
4692,73,4, left
4776,210,5, left
4861,289,7, left
4946,169,4, left
5031,0,5, left
5113,3,7, right
5195,46,7, left
5278,139,9, left
5363,113,9, left
5448,32,8, left
5532,0,8, left
5614,47,8, left
5697,58,7, left
5781,1,9, right
5864,0,9, left
5946,2,10, right
6029,40,9, left
6113,60,6, left
6197,45,6, left
6281,13,9, left
6365,25,10, left
6450,46,8, left
6534,33,6, left
6618,22,7, left
6702,23,9, left
6786,28,10, left
6873,29,7, left
6957,24,6, left
7041,19,8, left
7125,25,10, left
7210,28,9, left
7294,17,7, left
7378,0,8, left
7461,0,9, left
7544,0,10, left
7628,0,10, left
7712,27,8, left
7796,43,5, left
7880,56,6, left
7964,74,7, left
8048,107,7, left
8133,92,5, left
8217,72,3, left
8301,68,3, left
8385,61,6, left
8469,43,8, left
8553,25,7, left
8637,22,6, left
8721,33,7, left
8805,30,9, left
8889,21,11, left
8974,7,9, right
9056,7,8, right
9141,10,8, left
9225,19,10, left
9310,24,10, left
9395,0,9, left
9478,0,8, left
9561,4,8, right
9643,17,8, left
9727,22,10, left
9812,19,10, left
9897,12,8, left
9981,13,8, left
10065,25,9, left
10150,15,10, left
10236,0,8, left
10320,2,8, right
10404,17,8, left
10489,14,10, left
10575,2,9, right
10659,3,8, right
10743,13,8, left
10828,19,10, left
10914,15,10, left
11000,10,8, left
11085,12,9, left
11170,17,10, left
11256,16,9, left
11343,12,8, left
11428,16,10, left
11514,17,10, left
11600,12,8, left
11685,13,8, left
11770,17,10, left
11856,17,9, left
11941,13,7, left
12026,13,9, left
12111,17,11, left
12197,17,9, left
12282,13,7, left
12367,14,9, left
12452,19,10, left
12538,17,9, left
12623,13,8, left
12708,15,9, left
12793,18,10, left
12879,15,9, left
12964,13,8, left
13049,16,10, left
13135,19,10, left
13221,15,8, left
13306,13,8, left
13391,17,10, left
13479,17,9, left
13564,13,7, left
13649,14,9, left
13734,19,11, left
13820,17,9, left
13905,19,8, left
13990,22,10, left
14076,42,11, left
14162,43,8, left
14247,19,7, left
14332,18,10, left
14418,26,10, left
14504,12,8, left
14589,1,9, right
14673,10,11, right
14759,21,10, left
14845,20,8, left
14930,19,9, left
15015,18,11, left
15101,14,10, left
15187,13,8, left
15272,16,10, left
15358,19,11, left
15444,16,8, left
15529,15,8, left
15616,19,11, left
15702,18,10, left
15788,18,8, left
15873,20,10, left
15959,26,11, left
16045,38,8, left
16130,87,7, left
16215,82,9, left
16300,43,9, left
16385,18,8, left
16470,0,7, left
16554,0,9, left
16638,0,8, left
16722,0,7, left
16806,0,6, left
16890,0,5, left
16974,0,8, left
17058,32,12, left
17144,73,12, left
17230,83,10, left
17316,119,11, left
17403,160,9, left
17489,139,5, left
17575,97,5, left
17660,59,7, left
17745,0,6, left
17831,0,6, left
17915,49,9, left
18000,146,9, left
18086,191,6, left
18172,140,4, left
18258,74,8, left
18343,40,10, left
18429,37,8, left
18514,61,9, left
18599,54,10, left
18685,20,10, left
18771,0,8, left
18855,7,9, right
18939,25,10, left
19025,20,10, left
19111,6,8, right
19195,5,9, right
19279,7,11, right
19364,23,11, left
19450,25,8, left
19535,5,9, right
19619,0,11, left
19704,2,12, right
19789,5,10, right
19874,6,9, right
19960,21,12, left
20046,17,11, left
20132,0,9, left
20216,4,10, right
20301,16,11, left
20387,13,11, left
20473,6,9, right
20557,7,10, right
20642,13,12, left
20728,15,11, left
20814,7,9, right
20898,4,10, right
20983,10,12, right
21069,15,11, left
21155,12,9, left
21240,13,11, left
21326,15,12, left
21412,15,9, left
21497,16,9, left
21582,26,11, left
21668,26,10, left
21754,18,8, left
21839,18,9, left
21924,18,11, left
22010,17,10, left
22098,19,8, left
22183,16,11, left
22269,21,10, left
22355,17,8, left
22440,9,9, middle
22524,10,11, right
22610,12,10, left
22696,12,8, left
22781,16,10, left
22867,17,11, left
22953,14,9, left
23038,13,8, left
23123,15,10, left
23209,16,11, left
23295,12,9, left
23380,13,9, left
23465,18,11, left
23551,17,10, left
23637,12,8, left
23722,14,10, left
23808,19,11, left
23894,15,9, left
23979,13,8, left
24064,14,10, left
24152,16,10, left
24238,15,8, left
24323,15,10, left
24409,17,12, left
24495,14,9, left
24580,13,9, left
24665,15,11, left
24751,15,11, left
24837,10,9, left
24922,13,9, left
25007,20,11, left
25093,17,10, left
25179,7,8, right
25263,0,10, left
25348,13,12, left
25434,25,11, left
25520,8,9, right
25604,0,10, left
25689,11,12, right
25775,17,10, left
25861,9,9, middle
25945,8,10, right
26030,14,12, left
26116,15,10, left
26202,12,9, left
26289,14,12, left
26375,14,11, left
26461,13,9, left
26546,14,10, left
26632,16,12, left
26718,13,10, left
26804,12,9, left
26889,15,11, left
26975,15,11, left
27061,12,9, left
27146,12,10, left
27232,17,12, left
27318,15,10, left
27404,11,9, left
27489,15,11, left
27575,17,12, left
27661,12,9, left
27746,12,10, left
27832,16,12, left
27918,16,10, left
28004,12,9, left
28089,14,11, left
28175,17,12, left
28261,14,9, left
28346,12,9, left
28433,17,12, left
28519,16,10, left
28605,15,8, left
28690,17,10, left
28776,16,11, left
28862,12,9, left
28947,13,10, left
29033,18,12, left
29119,15,11, left
29205,14,9, left
29290,16,10, left
29376,15,12, left
29462,13,10, left
29548,16,10, left
29634,23,12, left
29720,24,10, left
29806,24,7, left
29891,39,8, left
29976,70,8, left
30061,101,4, left
30147,66,1, left
30232,0,1, left
30316,0,0, middle
30400,0,0, middle
30484,0,0, middle
30570,0,0, middle
30654,0,3, left
30738,0,47, left
30823,0,50, left
30908,0,26, left
30993,0,64, left
31078,0,122, left
31164,0,143, left
31250,0,108, left
31336,0,84, left
31421,0,81, left
31506,0,103, left
31592,1,119, right
31678,0,128, left
31764,0,119, left
31850,0,105, left
31936,3,79, right
32021,14,40, right
32107,2,7, right
32191,0,0, middle
32275,0,45, left
32360,7,102, right
32446,17,107, right
32533,10,75, right
32621,0,12, left
32706,0,2, left
32790,0,26, left
32875,3,49, right
32960,7,63, right
33045,3,40, right
33130,0,29, left
33215,3,43, right
33300,10,54, right
33386,4,48, right
33471,2,40, right
33556,7,42, right
33641,7,39, right
33726,2,34, right
33811,0,24, left
33896,0,21, left
33981,0,20, left
34066,0,30, left
34151,3,57, right
34236,15,80, right
34322,16,62, right
34408,10,10, middle
34494,14,1, left
34579,16,16, middle
34665,10,24, right
34753,0,22, left
34838,0,47, left
34923,0,38, left
35008,0,22, left
35093,0,20, left
35178,4,24, right
35263,6,23, right
35348,2,22, right
35433,2,46, right
35518,5,62, right
35603,3,56, right
35688,0,39, left
35773,0,24, left
35858,0,11, left
35943,4,6, right
36027,7,17, right
36112,8,24, right
36197,7,20, right
36282,10,22, right
36368,9,18, right
36453,7,12, right
36538,7,12, right
36623,9,26, right
36708,8,34, right
36793,2,15, right
36880,5,8, right
36964,11,15, right
37050,9,21, right
37135,6,21, right
37220,6,16, right
37305,8,19, right
37390,6,16, right
37475,4,14, right
37560,6,15, right
37645,7,20, right
37730,5,17, right
37815,4,17, right
37900,7,19, right
37985,9,20, right
38070,7,17, right
38155,5,16, right
38240,8,18, right
38325,9,20, right
38410,7,18, right
38495,5,13, right
38580,6,14, right
38665,8,16, right
38750,7,14, right
38835,5,10, right
38922,7,14, right
39007,8,17, right
39092,7,14, right
39177,5,12, right
39262,7,14, right
39347,8,17, right
39432,7,15, right
39517,5,12, right
39602,7,15, right
39687,9,18, right
39772,8,15, right
39857,5,12, right
39942,7,15, right
40027,10,16, right
40113,6,14, right
40198,5,13, right
40283,8,15, right
40368,9,17, right
40453,7,15, right
40538,5,14, right
40623,7,16, right
40708,9,17, right
40793,7,16, right
40878,5,14, right
40965,8,16, right
41050,9,17, right
41135,7,14, right
41220,6,14, right
41305,8,16, right
41390,9,17, right
41475,7,14, right
41560,6,14, right
41645,8,16, right
41730,9,16, right
41815,7,14, right
41900,6,13, right
41985,8,15, right
42070,9,16, right
42155,7,14, right
42240,6,13, right
42325,8,14, right
42410,10,16, right
42496,6,13, right
42581,6,12, right
42666,8,14, right
42751,10,15, right
42837,6,13, right
42922,6,13, right
43007,9,15, right
43094,9,14, right
43179,6,12, right
43264,7,13, right
43349,9,15, right
43434,9,15, right
43519,6,12, right
43604,7,14, right
43689,8,16, right
43774,10,15, right
43860,6,13, right
43945,7,14, right
44030,10,16, right
44116,8,14, right
44201,6,13, right
44286,8,15, right
44371,10,16, right
44457,8,14, right
44542,8,16, right
44627,9,18, right
44712,11,22, right
44798,9,18, right
44883,7,15, right
44968,9,15, right
45053,12,17, right
45141,7,12, right
45226,7,10, right
45311,10,13, right
45397,8,13, right
45482,7,11, right
45567,8,12, right
45652,10,14, right
45738,8,12, right
45823,6,11, right
45908,8,12, right
45993,10,14, right
46079,8,12, right
46164,6,11, right
46249,9,13, right
46334,9,14, right
46419,8,12, right
46504,6,10, right
46589,8,12, right
46674,9,14, right
46759,7,12, right
46844,5,11, right
46929,9,13, right
47014,10,15, right
47100,7,12, right
47187,7,11, right
47272,9,14, right
47357,9,14, right
47442,6,11, right
47527,6,9, right
47611,8,11, right
47696,9,13, right
47781,7,12, right
47866,6,11, right
47951,8,13, right
48036,9,14, right
48121,6,12, right
48206,6,11, right
48291,8,14, right
48376,10,15, right
48462,7,12, right
48547,6,13, right
48632,10,15, right
48718,9,14, right
48803,6,12, right
48888,7,12, right
48973,9,13, right
49058,9,13, right
49143,7,11, right
49230,7,12, right
49315,10,13, right
49401,8,12, right
49486,5,10, right
49571,8,11, right
49656,9,13, right
49741,8,12, right
49826,6,10, right
49911,7,11, right
49996,10,13, right
50082,8,12, right
50167,6,10, right
50252,7,11, right
50337,11,13, right
50423,8,11, right
50508,6,10, right
50593,7,12, right
50678,10,13, right
50764,8,12, right
50849,6,10, right
50934,8,13, right
51019,10,14, right
51105,7,12, right
51190,6,10, right
51277,10,15, right
51363,9,14, right
51448,6,11, right
51533,7,12, right
51618,10,15, right
51704,8,13, right
51789,6,12, right
51874,7,14, right
51959,10,15, right
52045,7,13, right
52130,6,12, right
52215,8,14, right
52300,10,16, right
52386,7,13, right
52471,7,12, right
52556,9,14, right
52641,10,14, right
52727,7,12, right
52812,6,11, right
52897,9,14, right
52982,10,15, right
53068,6,12, right
53153,7,12, right
53238,10,14, right
53326,9,13, right
53411,6,11, right
53496,9,12, right
53581,10,14, right
53667,8,11, right
53752,5,10, right
53837,9,11, right
53922,11,13, right
54008,8,10, right
54093,6,10, right
54178,9,12, right
54263,10,13, right
54349,7,10, right
54434,6,10, right
54519,10,12, right
54605,10,12, right
54691,7,10, right
54776,7,10, right
54861,10,12, right
54947,10,12, right
55033,6,10, right
55118,8,11, right
55203,10,13, right
55289,8,11, right
55376,7,11, right
55461,11,13, right
55547,9,12, right
55632,8,10, right
55717,7,11, right
55802,10,14, right
55888,9,13, right
55973,7,11, right
56058,8,12, right
56143,11,14, right
56229,8,12, right
56314,7,11, right
56399,9,12, right
56484,11,14, right
56570,8,12, right
56655,7,11, right
56740,9,13, right
56825,11,14, right
56911,8,12, right
56996,7,11, right
57081,8,13, right
57166,10,14, right
57252,7,11, right
57337,7,11, right
57422,9,13, right
57505,11,14, right
57591,9,12, right
57676,5,10, right
57761,9,12, right
57846,11,14, right
57932,8,11, right
58017,7,10, right
58102,9,12, right
58187,10,13, right
58273,8,11, right
58358,7,10, right
58443,10,12, right
58529,10,13, right
58615,8,10, right
58700,8,11, right
58785,10,13, right
58871,10,12, right
58957,7,10, right
59042,9,12, right
59127,11,13, right
59213,8,11, right
59298,8,10, right
59383,10,12, right
59471,10,12, right
59557,7,10, right
59642,9,11, right
59727,11,13, right
59813,9,12, right
59898,7,10, right
59983,9,11, right
0,13,8, left
83,9,8, left
165,10,7, left
249,8,6, left
332,9,7, left
415,11,9, left
499,12,9, left
584,10,7, left
668,9,6, left
751,9,7, left
835,12,9, left
919,14,9, left
1003,13,7, left
1089,10,6, left
1175,14,8, left
1261,15,7, left
1346,13,5, left
1431,10,5, left
1516,19,6, left
1602,19,7, left
1688,16,5, left
1773,12,6, left
1858,66,7, left
1944,68,6, left
2030,74,5, left
2118,84,9, left
2203,85,8, left
2289,72,6, left
2374,33,8, left
2459,56,10, left
2545,72,10, left
2632,167,9, left
2719,213,11, left
2807,110,9, left
2894,93,9, left
2979,105,11, left
3067,97,8, left
3153,89,8, left
3238,80,10, left
3325,52,7, left
3410,16,6, left
3495,5,8, right
3579,18,10, left
3666,38,7, left
3751,55,7, left
3837,88,11, left
3923,103,10, left
4011,99,7, left
4097,75,10, left
4184,69,9, left
4269,32,6, left
4354,9,6, left
4441,14,8, left
4526,15,8, left
4611,0,9, left
4695,0,9, left
4779,0,8, left
4863,0,6, left
4947,0,6, left
5031,34,5, left
5116,12,8, left
5201,0,11, left
5286,0,9, left
5370,0,7, left
5454,57,7, left
5540,202,9, left
5627,305,8, left
5714,178,7, left
5800,7,11, right
5885,15,11, left
5972,32,9, left
6057,64,10, left
6144,47,10, left
6231,7,8, right
6315,4,8, right
6399,5,10, right
6485,3,10, right
6571,0,8, left
6655,1,8, right
6737,8,9, right
6821,0,10, left
6907,12,8, left
6993,20,7, left
7078,0,9, left
7162,0,11, left
7247,4,9, right
7331,19,8, left
7417,20,9, left
7502,13,10, left
7589,10,8, left
7674,13,8, left
7759,18,10, left
7846,13,10, left
7933,7,7, middle
8018,14,9, left
8103,19,11, left
8189,13,8, left
8274,8,8, middle
8358,13,9, left
8443,17,11, left
8530,12,8, left
8615,9,8, left
8699,13,10, left
8786,17,10, left
8873,15,8, left
8961,28,11, left
9048,28,10, left
9135,18,8, left
9220,35,10, left
9307,78,10, left
9394,76,6, left
9479,39,8, left
9564,21,8, left
9649,48,5, left
9734,60,4, left
9819,48,6, left
9905,29,8, left
9991,28,6, left
10076,36,7, left
10163,40,10, left
10251,13,8, left
10338,4,9, right
10423,7,12, right
10510,18,10, left
10598,18,9, left
10685,26,10, left
10773,18,7, left
10860,4,9, right
10945,3,10, right
11032,16,7, left
11119,27,8, left
11208,11,9, left
11295,5,7, right
11381,19,9, left
11468,22,9, left
11554,11,7, left
11641,10,10, middle
11729,15,9, left
11816,19,8, left
11903,21,10, left
11991,14,8, left
12078,17,8, left
12165,24,10, left
12253,15,7, left
12340,11,9, left
12427,14,10, left
12515,10,7, left
12602,17,10, left
12690,20,9, left
12777,15,7, left
12864,18,10, left
12952,20,8, left
13039,19,9, left
13126,7,12, right
13213,0,9, left
13298,11,9, left
13387,25,11, left
13475,21,7, left
13561,13,10, left
13649,15,10, left
13737,20,8, left
13823,19,11, left
13911,15,9, left
13998,15,9, left
14085,19,11, left
14173,13,8, left
14260,13,10, left
14348,18,11, left
14436,14,8, left
14523,17,11, left
14611,15,9, left
14697,12,8, left
14784,18,11, left
14872,14,9, left
14959,13,9, left
15046,17,11, left
15134,12,8, left
15221,19,10, left
15309,30,10, left
15397,20,8, left
15483,18,10, left
15573,15,8, left
15660,22,9, left
15747,34,11, left
15835,29,8, left
15922,30,10, left
16010,23,10, left
16098,18,8, left
16185,26,11, left
16273,22,8, left
16360,22,9, left
16447,25,11, left
16535,18,8, left
16622,21,10, left
16710,21,10, left
16798,17,8, left
16964,20,11, left
17051,19,10, left
17138,15,8, left
17224,19,11, left
17312,17,9, left
17398,15,8, left
17484,19,11, left
17571,17,10, left
17658,15,8, left
17744,17,11, left
17834,18,8, left
17920,22,9, left
18006,25,11, left
18093,17,9, left
18179,28,8, left
18265,45,11, left
18353,38,9, left
18439,29,8, left
18525,22,12, left
18612,13,11, left
18700,0,10, left
18786,0,13, left
18872,8,10, right
18958,17,9, left
19044,5,12, right
19130,0,12, left
19216,0,9, left
19301,0,10, left
19387,6,12, right
19473,2,10, right
19559,3,9, right
19644,9,12, right
19730,7,11, right
19816,3,9, right
19901,4,10, right
19990,9,12, right
20076,7,9, right
20161,9,10, right
20247,11,12, right
20335,8,9, right
20420,8,10, right
20506,12,12, middle
20593,9,10, right
20679,7,9, right
20764,11,11, middle
20851,12,11, left
20939,8,9, right
21024,10,11, right
21111,12,11, left
21198,8,9, right
21283,10,11, right
21371,11,11, middle
21458,8,9, right
21543,11,11, middle
21630,13,12, left
21717,8,9, right
21802,10,10, middle
21890,18,12, left
21977,15,9, left
22066,26,12, left
22153,25,10, left
22240,26,9, left
22326,30,11, left
22413,26,10, left
22500,12,8, left
22586,7,11, right
22672,10,10, middle
22759,1,9, right
22844,0,11, left
22930,0,12, left
23016,0,9, left
23101,8,10, right
23187,11,12, right
23274,5,10, right
23360,5,9, right
23445,10,12, right
23532,9,11, right
23618,5,9, right
23703,13,11, left
23790,21,12, left
23877,14,9, left
23963,17,10, left
24050,20,12, left
24137,20,9, left
24226,28,11, left
24314,19,9, left
24400,12,8, left
24486,14,11, left
24573,15,10, left
24661,7,9, right
24746,2,11, right
24832,0,10, left
24918,0,8, left
25003,5,9, right
25088,0,11, left
25174,0,10, left
25260,0,9, left
25345,4,11, right
25431,5,12, right
25517,0,9, left
25602,2,10, right
25688,5,12, right
25774,5,10, right
25860,8,9, right
25945,7,11, right
26031,5,12, right
26117,5,9, right
26202,8,9, right
26287,8,12, right
26376,5,9, right
26461,7,9, right
26546,10,11, right
26633,9,11, right
26719,5,9, right
26804,8,10, right
26890,11,12, right
26977,6,9, right
27062,7,9, right
27147,11,12, right
27234,9,10, right
27320,6,8, right
27405,9,11, right
27491,11,12, right
27578,7,9, right
27663,9,10, right
27749,11,12, right
27836,8,9, right
27921,7,9, right
28006,10,11, right
28093,12,11, left
28180,12,9, left
28266,19,11, left
28353,39,11, left
28440,58,8, left
28529,49,11, left
28616,32,8, left
28702,46,6, left
28788,38,7, left
28874,4,5, right
28959,0,3, left
29044,0,3, left
29129,0,3, left
29214,0,0, middle
29299,0,0, middle
29384,0,0, middle
29469,0,0, middle
29554,0,0, middle
29639,0,11, left
29725,0,19, left
29811,0,26, left
29897,0,29, left
29983,0,61, left
30069,0,102, left
30156,0,149, left
30243,0,171, left
30330,1,169, right
30417,0,154, left
30504,0,141, left
30592,0,136, left
30682,0,130, left
30769,2,132, right
30856,2,126, right
30944,2,114, right
31031,2,98, right
31117,0,74, left
31203,0,54, left
31289,2,40, right
31375,6,37, right
31461,17,15, left
31548,20,13, left
31635,5,0, right
31720,0,7, left
31805,16,54, right
31892,28,80, right
31979,1,32, right
32065,0,12, left
32151,0,39, left
32237,0,72, left
32323,0,75, left
32409,0,61, left
32495,0,57, left
32581,0,76, left
32667,0,86, left
32753,1,76, right
32842,0,61, left
32928,6,54, right
33014,7,27, right
33100,5,0, right
33185,11,0, right
33271,14,0, right
33357,8,4, left
33442,10,17, right
33529,18,46, right
33617,11,15, right
33705,2,0, right
33790,7,0, right
33875,11,10, left
33962,3,23, right
34048,0,44, left
34134,1,42, right
34220,0,41, left
34306,7,40, right
34392,9,26, right
34478,4,4, middle
34563,0,9, left
34648,0,35, left
34734,2,32, right
34820,0,14, left
34909,4,14, right
34995,6,17, right
35081,0,14, left
35167,0,13, left
35253,0,26, left
35339,0,19, left
35425,0,13, left
35511,0,16, left
35597,0,13, left
35683,0,10, left
35769,0,15, left
35855,0,16, left
35941,0,11, left
36027,0,12, left
36113,2,15, right
36199,3,18, right
36285,4,19, right
36371,6,18, right
36457,5,13, right
36543,0,12, left
36629,3,17, right
36715,4,19, right
36801,2,12, right
36887,2,10, right
36973,4,11, right
37062,0,8, left
37147,1,8, right
37232,4,12, right
37318,4,11, right
37404,1,8, right
37489,3,10, right
37575,5,11, right
37661,2,8, right
37746,2,9, right
37831,5,11, right
37917,5,11, right
38003,2,10, right
38089,4,12, right
38175,6,15, right
38261,4,12, right
38347,3,12, right
38433,6,14, right
38519,4,12, right
38605,2,11, right
38691,6,14, right
38777,5,13, right
38863,2,10, right
38949,5,12, right
39035,6,14, right
39121,3,10, right
39210,5,12, right
39296,7,14, right
39382,3,10, right
39468,4,14, right
39554,7,15, right
39640,5,14, right
39726,3,13, right
39812,7,13, right
39898,6,15, right
39984,5,12, right
40070,5,14, right
40156,6,16, right
40242,4,14, right
40328,5,15, right
40414,8,17, right
40500,6,15, right
40586,4,12, right
40672,7,14, right
40758,8,14, right
40844,4,11, right
40930,6,13, right
41016,8,13, right
41102,5,10, right
41188,6,11, right
41277,7,13, right
41363,5,10, right
41449,5,12, right
41535,8,15, right
41621,6,11, right
41707,4,10, right
41793,8,14, right
41879,6,14, right
41965,4,10, right
42051,7,12, right
42137,9,15, right
42223,6,13, right
42309,5,12, right
42395,8,15, right
42481,6,12, right
42567,3,10, right
42653,8,16, right
42739,8,15, right
42825,5,12, right
42911,6,13, right
42997,8,15, right
43083,6,12, right
43169,5,12, right
43255,9,16, right
43341,7,14, right
43430,6,12, right
43516,9,16, right
43602,7,14, right
43688,5,12, right
43774,8,15, right
43860,8,15, right
43946,5,12, right
44032,7,14, right
44118,9,14, right
44204,6,12, right
44290,6,12, right
44376,8,14, right
44462,7,13, right
44548,5,11, right
44634,9,14, right
44720,8,14, right
44806,2,11, right
44892,6,14, right
44978,8,16, right
45064,5,11, right
45150,5,12, right
45236,8,15, right
45322,8,14, right
45408,4,11, right
45497,8,14, right
45583,6,12, right
45669,5,10, right
45755,7,13, right
45841,6,12, right
45927,3,10, right
46013,6,12, right
46099,8,13, right
46185,4,10, right
46271,5,11, right
46357,8,13, right
46443,6,12, right
46529,4,11, right
46615,7,12, right
46701,7,11, right
46787,4,11, right
46873,6,13, right
46959,8,14, right
47045,5,11, right
47131,5,12, right
47217,8,15, right
47303,7,12, right
47389,4,11, right
47475,7,14, right
47561,7,14, right
47650,5,12, right
47736,7,14, right
47822,7,12, right
47908,4,10, right
47994,6,13, right
48080,8,14, right
48166,5,11, right
48252,5,12, right
48338,8,14, right
48424,7,12, right
48510,5,11, right
48596,8,14, right
48682,8,13, right
48768,5,11, right
48854,7,13, right
48940,9,14, right
49026,5,11, right
49112,6,11, right
49198,9,14, right
49284,7,12, right
49370,5,11, right
49456,8,13, right
49542,9,13, right
49628,5,10, right
49717,9,14, right
49803,8,12, right
49889,4,10, right
49975,7,13, right
50061,8,14, right
50147,5,11, right
50233,6,12, right
50319,8,15, right
50405,7,12, right
50491,5,11, right
50577,9,14, right
50663,8,13, right
50749,5,10, right
50835,3,9, right
50920,1,2, right
51005,0,0, middle
51090,0,0, middle
51175,0,8, left
51260,6,20, right
51346,10,26, right
51433,14,33, right
51520,14,37, right
51608,6,22, right
51694,7,27, right
51783,10,33, right
51870,7,29, right
51956,8,17, right
52042,10,31, right
52130,6,22, right
52216,8,20, right
52302,12,25, right
52389,10,28, right
52477,13,34, right
52564,14,35, right
52651,13,39, right
52739,19,50, right
52826,12,47, right
52913,9,50, right
52999,8,56, right
53085,7,53, right
53171,2,36, right
53257,3,29, right
53343,8,42, right
53429,7,49, right
53515,6,39, right
53601,9,34, right
53687,5,28, right
53773,7,27, right
53862,7,20, right
53948,3,13, right
54034,5,17, right
54120,9,24, right
54206,7,20, right
54292,5,17, right
54378,8,21, right
54464,9,22, right
54550,5,18, right
54636,8,19, right
54722,9,22, right
54808,6,19, right
54894,6,19, right
54980,9,20, right
55066,8,20, right
55152,6,18, right
55238,9,20, right
55324,9,20, right
55410,6,19, right
55496,8,20, right
55582,10,21, right
55669,6,18, right
55755,8,20, right
55841,10,22, right
55929,6,18, right
56018,9,21, right
56104,10,21, right
56191,6,18, right
56277,8,21, right
56363,10,21, right
56451,6,18, right
56537,8,20, right
56623,10,20, right
56710,7,16, right
56797,8,18, right
56883,10,20, right
56970,6,15, right
57056,8,16, right
57142,10,18, right
57229,8,15, right
57315,7,16, right
57401,10,20, right
57488,9,19, right
57574,8,16, right
57660,11,18, right
57747,9,18, right
57833,8,16, right
57919,11,17, right
58006,10,17, right
58096,9,17, right
58182,12,17, right
58269,8,15, right
58355,7,16, right
58441,11,18, right
58528,10,15, right
58615,8,15, right
58701,11,18, right
58788,9,15, right
58874,7,14, right
58960,10,18, right
59047,10,16, right
59134,6,14, right
59220,10,17, right
59307,10,16, right
59394,7,14, right
59480,10,17, right
59567,10,16, right
59654,7,14, right
59740,10,16, right
59828,8,15, right
59914,7,14, right
